asin,rating,title,text,helpful,verified,date,year
NJ002,3,Average product,Nothing wrong with the Ninja Foodi but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,1,True,2015-09-11,2015
SN002,5,Game changer,The Shark Robot is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2022-08-25,2022
NJ004,5,Exceeded expectations,"I was skeptical at first but the Ninja Creami has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",2,False,2017-09-14,2017
SN002,5,Exceeded expectations,"I was skeptical at first but the Shark Robot has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2014-04-12,2014
NJ001,1,Complete waste of money,The Ninja Air broke after 6 weeks. Called customer support and they were useless. Do not buy this product.,1,True,2017-11-14,2017
NJ005,5,Absolutely love it,"Finally bought the Ninja Speedi after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",2,True,2018-04-06,2018
NJ002,2,Quality issues,The Ninja Foodi has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,1,True,2022-02-01,2022
NJ004,5,Game changer,The Ninja Creami is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2021-11-27,2021
SN003,5,Game changer,The Shark Apex is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,1,True,2015-03-19,2015
NJ004,5,Absolutely love it,"Finally bought the Ninja Creami after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",0,False,2014-10-03,2014
SN003,4,Good value,For the price the Shark Apex delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,3,True,2018-11-20,2018
NJ001,5,Best vacuum I've ever owned,This Ninja Air completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2015-06-01,2015
NJ001,5,Best vacuum I've ever owned,This Ninja Air completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2016-01-09,2016
NJ004,3,Mixed feelings,My Ninja Creami has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,2,True,2015-12-20,2015
NJ004,4,Very happy with purchase,Happy with my Ninja Creami. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,2,True,2019-02-07,2019
SN003,5,Game changer,The Shark Apex is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,2,True,2015-05-05,2015
NJ004,5,Game changer,The Ninja Creami is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2014-06-22,2014
NJ002,1,Returned immediately,The Ninja Foodi didn't work out of the box. Had to return it. Very poor quality control from Shark/Ninja.,0,False,2016-02-26,2016
NJ001,5,Perfect purchase,"The Ninja Air is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",1,True,2020-04-19,2020
NJ001,4,Very happy with purchase,Happy with my Ninja Air. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,True,2019-08-12,2019
NJ003,5,Exceeded expectations,"I was skeptical at first but the Ninja Professional has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",2,True,2020-11-30,2020
NJ003,4,Works as described,"The Ninja Professional does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",1,True,2019-03-28,2019
NJ003,3,Disappointed slightly,Expected more from the Ninja Professional based on reviews. It works but the battery life is not as advertised and the charger is slow.,1,True,2018-02-20,2018
SN003,3,Average product,Nothing wrong with the Shark Apex but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,0,True,2020-03-26,2020
NJ002,5,Game changer,The Ninja Foodi is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,2,True,2014-08-02,2014
NJ003,5,Game changer,The Ninja Professional is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2023-07-20,2023
NJ004,5,Best vacuum I've ever owned,This Ninja Creami completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,2,True,2020-11-26,2020
NJ003,5,Best vacuum I've ever owned,This Ninja Professional completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2019-10-24,2019
SN001,5,Love this thing,Got the Shark Navigator as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,2,True,2019-09-11,2019
SN004,5,Exceeded expectations,"I was skeptical at first but the Shark Stratos has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2023-06-25,2023
NJ003,5,Best vacuum I've ever owned,This Ninja Professional completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,8,True,2017-07-16,2017
NJ003,2,Disappointed,The Ninja Professional started making a strange noise after 2 months. Build quality is not great. Would not buy again.,1,True,2017-05-03,2017
NJ005,3,Average product,Nothing wrong with the Ninja Speedi but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,8,True,2020-05-06,2020
SN001,4,Solid performer,"The Shark Navigator is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",1,True,2015-10-09,2015
SN002,3,Mixed feelings,My Shark Robot has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,1,True,2017-01-29,2017
SN001,4,"Great product, minor issues",The Shark Navigator works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2018-03-31,2018
SN002,5,Best vacuum I've ever owned,This Shark Robot completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,8,True,2014-11-05,2014
SN001,5,Game changer,The Shark Navigator is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2018-06-10,2018
NJ004,3,Average product,Nothing wrong with the Ninja Creami but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,1,True,2020-06-23,2020
SN003,5,Absolutely love it,"Finally bought the Shark Apex after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",1,True,2015-05-01,2015
NJ001,4,Works as described,"The Ninja Air does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",8,False,2016-06-26,2016
SN003,2,Disappointed,The Shark Apex started making a strange noise after 2 months. Build quality is not great. Would not buy again.,2,True,2017-03-26,2017
SN001,5,Love this thing,Got the Shark Navigator as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,1,True,2023-12-04,2023
SN002,1,Returned immediately,The Shark Robot didn't work out of the box. Had to return it. Very poor quality control from Shark/Ninja.,0,True,2016-06-15,2016
NJ003,5,Game changer,The Ninja Professional is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,2,True,2016-09-14,2016
SN004,2,Quality issues,The Shark Stratos has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,5,True,2015-01-05,2015
NJ005,5,Exceeded expectations,"I was skeptical at first but the Ninja Speedi has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2014-11-20,2014
NJ004,5,Exceeded expectations,"I was skeptical at first but the Ninja Creami has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2019-12-24,2019
SN004,4,Good value,For the price the Shark Stratos delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,0,True,2015-05-13,2015
SN001,2,Stopped working after 3 months,My Shark Navigator worked fine at first but stopped working properly after about 3 months. The suction dropped dramatically and customer service was unhelpful.,2,True,2014-07-07,2014
NJ004,4,Very happy with purchase,Happy with my Ninja Creami. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,8,True,2022-06-24,2022
NJ002,4,"Great product, minor issues",The Ninja Foodi works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,1,False,2017-06-25,2017
NJ005,4,Good value,For the price the Ninja Speedi delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,0,True,2018-03-09,2018
NJ004,5,Love this thing,Got the Ninja Creami as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,1,True,2018-09-02,2018
SN004,5,Best vacuum I've ever owned,This Shark Stratos completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,3,False,2023-10-21,2023
NJ005,5,Game changer,The Ninja Speedi is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,1,True,2017-07-05,2017
NJ001,4,Good value,For the price the Ninja Air delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,1,True,2020-10-22,2020
NJ002,4,Works as described,"The Ninja Foodi does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",2,True,2021-03-18,2021
SN001,1,Terrible quality control,My Shark Navigator arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,5,True,2019-09-11,2019
SN003,5,Absolutely love it,"Finally bought the Shark Apex after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",8,True,2023-04-26,2023
SN001,5,Love this thing,Got the Shark Navigator as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,2,True,2023-10-28,2023
SN003,5,Exceeded expectations,"I was skeptical at first but the Shark Apex has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",2,False,2014-03-21,2014
SN003,5,Perfect purchase,"The Shark Apex is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",2,False,2018-10-21,2018
SN002,4,Works as described,"The Shark Robot does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",2,False,2020-04-30,2020
NJ001,3,Average product,Nothing wrong with the Ninja Air but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,12,True,2018-04-10,2018
SN004,4,"Great product, minor issues",The Shark Stratos works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,3,True,2021-04-07,2021
SN004,1,Returned immediately,The Shark Stratos didn't work out of the box. Had to return it. Very poor quality control from Shark/Ninja.,1,True,2023-09-13,2023
SN003,3,Average product,Nothing wrong with the Shark Apex but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,3,True,2020-11-27,2020
SN002,5,Absolutely love it,"Finally bought the Shark Robot after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",0,True,2016-08-05,2016
NJ004,5,Love this thing,Got the Ninja Creami as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,1,True,2019-05-14,2019
NJ003,4,Good value,For the price the Ninja Professional delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,1,False,2021-08-17,2021
SN002,5,Best vacuum I've ever owned,This Shark Robot completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,1,True,2021-02-11,2021
SN003,3,It does the job,The Shark Apex cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,8,True,2018-06-13,2018
SN001,5,Best vacuum I've ever owned,This Shark Navigator completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,1,True,2020-07-20,2020
NJ003,3,Decent but not great,The Ninja Professional is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,8,True,2015-06-12,2015
SN001,1,Complete waste of money,The Shark Navigator broke after 6 weeks. Called customer support and they were useless. Do not buy this product.,3,True,2016-07-27,2016
NJ004,5,Perfect purchase,"The Ninja Creami is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",1,True,2019-01-04,2019
SN002,3,Disappointed slightly,Expected more from the Shark Robot based on reviews. It works but the battery life is not as advertised and the charger is slow.,3,True,2018-10-14,2018
SN001,5,Love this thing,Got the Shark Navigator as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,1,True,2021-09-19,2021
SN001,5,Game changer,The Shark Navigator is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,1,True,2014-10-18,2014
NJ004,5,Love this thing,Got the Ninja Creami as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,1,False,2014-09-19,2014
NJ001,5,Game changer,The Ninja Air is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,1,False,2023-06-25,2023
SN004,4,"Great product, minor issues",The Shark Stratos works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2016-08-29,2016
NJ003,3,It does the job,The Ninja Professional cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,1,True,2017-03-16,2017
NJ005,3,It does the job,The Ninja Speedi cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,5,True,2021-08-05,2021
NJ004,5,Game changer,The Ninja Creami is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,2,False,2020-07-13,2020
NJ001,5,Exceeded expectations,"I was skeptical at first but the Ninja Air has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",2,True,2015-01-11,2015
NJ001,5,Absolutely love it,"Finally bought the Ninja Air after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",0,True,2020-01-22,2020
NJ001,4,Solid performer,"The Ninja Air is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",0,True,2015-10-07,2015
SN002,3,Average product,Nothing wrong with the Shark Robot but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,1,True,2019-03-20,2019
SN001,3,Average product,Nothing wrong with the Shark Navigator but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,0,True,2021-06-10,2021
NJ005,1,Returned immediately,The Ninja Speedi didn't work out of the box. Had to return it. Very poor quality control from Shark/Ninja.,0,False,2017-07-21,2017
SN001,2,Disappointed,The Shark Navigator started making a strange noise after 2 months. Build quality is not great. Would not buy again.,1,True,2016-06-21,2016
SN003,3,Disappointed slightly,Expected more from the Shark Apex based on reviews. It works but the battery life is not as advertised and the charger is slow.,12,True,2014-03-26,2014
SN001,3,Average product,Nothing wrong with the Shark Navigator but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,0,True,2015-04-02,2015
NJ002,2,Quality issues,The Ninja Foodi has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,2,True,2018-12-25,2018
SN003,5,Best vacuum I've ever owned,This Shark Apex completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,1,True,2014-08-12,2014
NJ005,4,"Great product, minor issues",The Ninja Speedi works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2019-11-17,2019
NJ004,4,Good value,For the price the Ninja Creami delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,0,True,2019-10-12,2019
SN003,4,Very happy with purchase,Happy with my Shark Apex. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,True,2022-06-01,2022
NJ002,3,Decent but not great,The Ninja Foodi is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,5,True,2019-01-17,2019
NJ003,3,Disappointed slightly,Expected more from the Ninja Professional based on reviews. It works but the battery life is not as advertised and the charger is slow.,0,True,2015-07-27,2015
NJ004,5,Best vacuum I've ever owned,This Ninja Creami completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2018-12-12,2018
NJ005,5,Game changer,The Ninja Speedi is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,3,True,2020-10-14,2020
NJ001,4,"Great product, minor issues",The Ninja Air works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,1,True,2023-05-08,2023
NJ004,5,Game changer,The Ninja Creami is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2018-04-21,2018
NJ004,4,"Great product, minor issues",The Ninja Creami works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,1,True,2015-12-19,2015
SN004,4,"Great product, minor issues",The Shark Stratos works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,12,True,2016-07-09,2016
SN002,5,Best vacuum I've ever owned,This Shark Robot completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,1,True,2022-04-29,2022
NJ004,5,Exceeded expectations,"I was skeptical at first but the Ninja Creami has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",1,True,2017-11-29,2017
NJ005,3,Mixed feelings,My Ninja Speedi has been fine for light cleaning but struggles with heavy messes. Also had to contact customer service once which wasn't ideal.,2,False,2014-10-06,2014
NJ004,3,Decent but not great,The Ninja Creami is okay for the price. It works but I expected more suction power. It struggles with larger debris. Average product overall.,3,True,2014-09-10,2014
NJ003,1,Terrible quality control,My Ninja Professional arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,1,True,2019-08-07,2019
NJ003,5,Absolutely love it,"Finally bought the Ninja Professional after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",0,True,2021-01-04,2021
SN002,4,Very happy with purchase,Happy with my Shark Robot. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,1,True,2018-01-31,2018
NJ003,3,Average product,Nothing wrong with the Ninja Professional but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,5,True,2021-10-13,2021
SN003,4,Solid performer,"The Shark Apex is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",0,False,2017-06-09,2017
SN002,4,Works as described,"The Shark Robot does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",2,True,2022-05-20,2022
SN001,4,"Great product, minor issues",The Shark Navigator works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,1,True,2023-12-26,2023
NJ003,4,Good value,For the price the Ninja Professional delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,0,False,2019-08-11,2019
SN001,5,Perfect purchase,"The Shark Navigator is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",2,False,2023-01-19,2023
NJ003,5,Absolutely love it,"Finally bought the Ninja Professional after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",0,True,2023-07-26,2023
NJ001,4,Works as described,"The Ninja Air does what it says. Good suction on carpet, handles pet hair well. Minor complaint is that it's a bit loud but nothing terrible.",1,True,2018-06-29,2018
SN003,5,Love this thing,Got the Shark Apex as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,2,True,2019-05-05,2019
SN002,4,Solid performer,"The Shark Robot is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",0,True,2014-04-24,2014
NJ002,2,Stopped working after 3 months,My Ninja Foodi worked fine at first but stopped working properly after about 3 months. The suction dropped dramatically and customer service was unhelpful.,2,False,2019-08-29,2019
SN003,2,Disappointed,The Shark Apex started making a strange noise after 2 months. Build quality is not great. Would not buy again.,1,True,2017-01-20,2017
NJ004,4,"Great product, minor issues",The Ninja Creami works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2021-11-30,2021
NJ002,5,Exceeded expectations,"I was skeptical at first but the Ninja Foodi has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",3,True,2015-02-28,2015
NJ001,4,"Great product, minor issues",The Ninja Air works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2017-08-23,2017
NJ003,5,Best vacuum I've ever owned,This Ninja Professional completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2016-10-23,2016
SN004,2,Not worth the price,"For the amount I paid for this Shark Stratos, I expected much better. The motor is loud, it overheats, and the warranty process was a nightmare.",2,True,2019-09-16,2019
NJ002,5,Game changer,The Ninja Foodi is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,8,True,2022-02-27,2022
SN003,4,Very happy with purchase,Happy with my Shark Apex. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,0,True,2017-05-23,2017
NJ001,5,Love this thing,Got the Ninja Air as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,5,True,2021-04-20,2021
NJ001,5,Best vacuum I've ever owned,This Ninja Air completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,0,True,2021-09-28,2021
SN003,5,Exceeded expectations,"I was skeptical at first but the Shark Apex has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",0,True,2021-11-05,2021
NJ004,4,"Great product, minor issues",The Ninja Creami works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,1,False,2019-09-22,2019
SN004,5,Game changer,The Shark Stratos is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,1,True,2022-11-05,2022
SN002,4,Good value,For the price the Shark Robot delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,5,True,2022-11-26,2022
NJ004,5,Absolutely love it,"Finally bought the Ninja Creami after months of research and I'm not disappointed. Easy to assemble, powerful suction, and very maneuverable. Highly recommend.",5,True,2017-05-21,2017
SN003,5,Love this thing,Got the Shark Apex as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,5,True,2015-03-05,2015
NJ005,3,Disappointed slightly,Expected more from the Ninja Speedi based on reviews. It works but the battery life is not as advertised and the charger is slow.,1,True,2022-01-28,2022
NJ004,2,Quality issues,The Ninja Creami has good suction but the build quality is poor. The attachment clips broke within weeks and replacement parts are expensive.,1,True,2018-08-08,2018
SN001,1,Terrible quality control,My Shark Navigator arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,1,True,2015-11-13,2015
NJ001,5,Exceeded expectations,"I was skeptical at first but the Ninja Air has been phenomenal. No loss of suction, easy to empty, and works great on both carpet and hardwood.",1,False,2022-05-18,2022
SN001,5,Perfect purchase,"The Shark Navigator is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",1,False,2017-08-20,2017
NJ005,4,Solid performer,"The Ninja Speedi is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",2,True,2014-05-02,2014
NJ005,4,Very happy with purchase,Happy with my Ninja Speedi. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,5,True,2015-03-15,2015
NJ005,3,It does the job,The Ninja Speedi cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,1,False,2021-05-24,2021
SN001,3,It does the job,The Shark Navigator cleans my floors adequately. The filters clog faster than I expected and I've already had to replace one after 6 months of use.,0,True,2014-05-11,2014
SN004,4,Good value,For the price the Shark Stratos delivers solid performance. Not perfect but definitely gets the job done. Would recommend to friends and family.,1,False,2016-09-25,2016
SN004,5,Game changer,The Shark Stratos is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,1,True,2018-03-16,2018
NJ004,5,Best vacuum I've ever owned,This Ninja Creami completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,12,True,2016-01-02,2016
SN004,1,Complete waste of money,The Shark Stratos broke after 6 weeks. Called customer support and they were useless. Do not buy this product.,2,True,2020-10-19,2020
SN002,5,Love this thing,Got the Shark Robot as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,0,True,2014-12-14,2014
NJ002,5,Perfect purchase,"The Ninja Foodi is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",1,True,2020-08-30,2020
SN001,5,Perfect purchase,"The Shark Navigator is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",0,True,2022-03-06,2022
SN004,4,Solid performer,"The Shark Stratos is a reliable machine. Good suction power, easy to maintain. The instructions could be clearer but once you figure it out it works great.",0,True,2023-03-15,2023
SN004,5,Perfect purchase,"The Shark Stratos is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",0,True,2023-10-07,2023
NJ003,3,Average product,Nothing wrong with the Ninja Professional but nothing special either. Does the job but so would cheaper options. The quality feels a bit plastic-y.,3,True,2019-04-30,2019
NJ002,2,Stopped working after 3 months,My Ninja Foodi worked fine at first but stopped working properly after about 3 months. The suction dropped dramatically and customer service was unhelpful.,2,True,2021-03-31,2021
SN002,5,Perfect purchase,"The Shark Robot is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",2,True,2017-06-20,2017
SN002,5,Perfect purchase,"The Shark Robot is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",2,False,2017-07-09,2017
NJ002,5,Best vacuum I've ever owned,This Ninja Foodi completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,2,True,2020-04-04,2020
SN004,5,Game changer,The Shark Stratos is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,1,True,2022-05-09,2022
SN002,5,Best vacuum I've ever owned,This Shark Robot completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,1,True,2018-08-27,2018
NJ004,5,Perfect purchase,"The Ninja Creami is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",1,False,2018-08-29,2018
SN004,2,Not worth the price,"For the amount I paid for this Shark Stratos, I expected much better. The motor is loud, it overheats, and the warranty process was a nightmare.",0,True,2014-04-29,2014
NJ001,5,Best vacuum I've ever owned,This Ninja Air completely changed how I clean my house. Picks up pet hair effortlessly and the suction is incredible. Worth every penny.,1,True,2022-05-15,2022
NJ003,5,Perfect purchase,"The Ninja Professional is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",0,True,2017-12-16,2017
SN002,1,Terrible quality control,My Shark Robot arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,5,True,2016-08-27,2016
NJ005,4,"Great product, minor issues",The Ninja Speedi works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,0,True,2016-07-30,2016
SN002,5,Perfect purchase,"The Shark Robot is exactly what I needed. Quiet enough to use while my baby sleeps, powerful enough to handle dog hair everywhere. Zero complaints.",0,True,2016-12-23,2016
NJ001,3,Disappointed slightly,Expected more from the Ninja Air based on reviews. It works but the battery life is not as advertised and the charger is slow.,1,True,2017-05-20,2017
NJ004,4,Very happy with purchase,Happy with my Ninja Creami. Does exactly what it promises. The cord is a bit short for my large living room but otherwise no complaints.,0,False,2018-08-21,2018
SN002,4,"Great product, minor issues",The Shark Robot works really well overall. Suction is strong and it's easy to use. Docking a star only because the dustbin could be larger.,1,True,2023-08-18,2023
NJ003,5,Game changer,The Ninja Professional is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2020-03-16,2020
NJ004,1,Terrible quality control,My Ninja Creami arrived with a cracked part and after 3 weeks the motor started burning smell. Returned immediately.,0,True,2022-02-02,2022
NJ004,5,Game changer,The Ninja Creami is outstanding. My floors have never been cleaner. The attachments are very useful and it's surprisingly lightweight.,0,True,2020-11-22,2020
NJ003,5,Love this thing,Got the Ninja Professional as a gift and now I vacuum every day. It's that satisfying to use. Filters are easy to clean and battery lasts a long time.,8,True,2019-01-17,2019
